,Row.names,logFC,logCPM,LR,PValue,FDR,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align,,
515,Solyc02g082540,0.145274557,12.2410195,2.895690731,0.088816699,0.241653557,NA,NA,NA,NA,NA,NA,NA,NA,,
381,Solyc02g080990,0.148585583,9.328537056,1.853508474,0.173375889,0.39141191,AT4G04350,EMB2369,"EMB2369 (EMBRYO DEFECTIVE 2369); ATP binding / aminoacyl-tRNA ligase; similar to OVA2 (OVULE ABORTION 2), ATP binding / aminoacyl-tRNA ligase [Arabidopsis thaliana] (TAIR:AT5G49030.2); similar to Isoleucyl-tRNA synthetase (ISS) [Ostreococcus tauri] (GB:CAL53315.1); similar to leucyl-tRNA synthetase [Treponema denticola ATCC 35405] (GB:NP_972938.1); similar to leucyl-tRNA synthetase [Salinibacter ruber DSM 13855] (GB:YP_445066.1); contains InterPro domain Aminoacyl-tRNA synthetase, class I; (InterPro:IPR001412); contains InterPro domain tRNA synthetase, valyl/leucyl, anticodon-binding; (InterPro:IPR013155); contains InterPro domain Aminoacyl-tRNA synthetase, class Ia; (InterPro:IPR002300); contains InterPro domain Aminoacyl-tRNA synthetase, class 1a, anticodon-binding; (InterPro:IPR009080); contains InterPro domain ValRS-IleRS-LeuRS editing; (InterPro:IPR009008); contains InterPro domain Leucyl-tRNA synthetase bacterial/mitochondrial, class Ia; (InterPro:IPR002302)",78.67,525,0,825,96.85767098,,
355,Solyc02g080590,0.151957296,7.850062178,1.042466744,0.307248466,0.554505017,AT1G62040,ATG8C,"ATG8C (AUTOPHAGY 8C); microtubule binding; similar to ATG8D (autophagy gene 8-related), microtubule binding [Arabidopsis thaliana] (TAIR:AT2G05630.1); similar to microtubule-associated protein 1 light chain 3 [Gossypium hirsutum] (GB:AAQ76706.1); similar to Os08g0191600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001061171.1); contains InterPro domain Light chain 3 (LC3); (InterPro:IPR004241)",90.76,119,7.00E-53,201,95.16129032,,
334,Solyc02g080370,0.152993901,9.923607392,2.989560393,0.083802916,0.230350579,AT4G21790,ATTOM1,encodes a host factor that is required for TMV virus multiplication.,78.45,283,5.00E-113,404,96.19377163,,
178,Solyc02g070560,0.15466615,8.659015852,1.744451397,0.186575792,0.40680333,NA,NA,NA,NA,NA,NA,NA,NA,,
29,Solyc02g068790,0.158897133,10.97590276,3.262951977,0.070861454,0.19782156,AT4G19900,NA,"glycosyl transferase-related; similar to EMB2745 (EMBRYO DEFECTIVE 2745), binding [Arabidopsis thaliana] (TAIR:AT5G39710.1); similar to Glycosyltransferase sugar-binding re (GB:ABC75355.1); similar to Os11g0607100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001068255.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Glycosyltransferase sugar-binding region containing DXD motif; (InterPro:IPR007577); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990); contains InterPro domain Alpha 1,4-glycosyltransferase conserved region; (InterPro:IPR007652)",54.1,573,2.00E-168,589,82.99120235,,
411,Solyc02g081340,0.158976542,12.63844983,2.079242787,0.149314231,0.36277107,AT3G03190,ATGSTF11,Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).,51.66,211,2.00E-63,239,90.90909091,,
263,Solyc02g071520,0.163526294,9.1402669,1.858324294,0.172818325,0.39141191,AT3G14770,NA,nodulin MtN3 family protein; similar to nodulin MtN3 family protein [Arabidopsis thaliana] (TAIR:AT1G21460.1); similar to senescence-associated protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAB92465.1); similar to Os01g0541800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043270.1); similar to Os01g0700100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043983.1); contains InterPro domain MtN3 and saliva related transmembrane protein; (InterPro:IPR004316),62.22,225,1.00E-66,249,94.06779661,,
60,Solyc02g069180,0.164897917,10.40141451,3.962681052,0.046519555,0.140872778,NA,NA,NA,NA,NA,NA,NA,NA,,
280,Solyc02g071750,0.166483536,5.478368411,0.433856542,0.510102644,0.716585141,AT4G18930,NA,"cyclic phosphodiesterase; Identical to Cyclic phosphodiesterase (EC 3.1.4.-) (CPDase) [Arabidopsis Thaliana] (GB:O04147); similar to cyclic phosphodiesterase, putative [Arabidopsis thaliana] (TAIR:AT4G18940.1); similar to Appr>p cyclic nucleotide phosphodiesterase [Medicago truncatula] (GB:ABE80637.1); contains InterPro domain Appr>p cyclic nucleotide phosphodiesterase; (InterPro:IPR009097); contains InterPro domain 2 , 3 cyclic phosphodiesterase, plant; (InterPro:IPR012386)",58.43,178,5.00E-58,220,90.30612245,,
330,Solyc02g080330,0.16970183,11.13478427,2.485356889,0.11491028,0.296114952,AT1G11600,CYP77B1,member of CYP77B,72.84,464,0,667,90.37328094,,
379,Solyc02g080970,0.170783992,9.489601889,3.492670241,0.061641083,0.177632368,AT1G62305,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G11940.1); similar to Os01g0695200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043958.1); similar to Protein of unknown function DUF266, plant [Medicago truncatula] (GB:ABD28621.1); similar to Os05g0170000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054766.1); contains InterPro domain Protein of unknown function DUF266, plant; (InterPro:IPR004949)",67.64,309,1.00E-117,419,78.31632653,,
397,Solyc02g081190,0.171674509,13.75773382,1.855109734,0.17319027,0.39141191,AT1G05010,ACO4,Encodes 1-aminocyclopropane-1-carboxylate oxidase,75,324,7.00E-131,463,99.37694704,,
204,Solyc02g070850,0.17477956,4.190773456,0.182812466,0.66896731,0.800371603,NA,NA,NA,NA,NA,NA,NA,NA,,
267,Solyc02g071590,0.175076828,6.781570432,1.068658637,0.301248625,0.547353433,AT1G78580,ATTPS1,Encodes an enzyme putatively involved in trehalose biosynthesis. The protein has a trehalose synthase (TPS)-like domain but no trehalose phosphatase (TPP)-like domain.  ATTPS1 is able to complement yeast tps1 mutants in vivo. The gene product modulates cell growth but not cell differentiation by determining cell wall deposition and cell division.,78.12,850,0,1365,87.92372881,,
324,Solyc02g080270,0.185073636,9.946281638,3.694680493,0.054586236,0.161647638,AT4G05000,VPS28-1,"vacuolar protein sorting-associated protein 28 family protein / VPS28 family protein; Identical to Vacuolar protein sorting-associated protein 28 homolog 1 [Arabidopsis Thaliana] (GB:Q9S9T7); similar to vacuolar protein sorting-associated protein 28 family protein / VPS28 family protein [Arabidopsis thaliana] (TAIR:AT4G21560.3); similar to hypothetical protein DDBDRAFT_0186436 [Dictyostelium discoideum AX4] (GB:XP_638318.1); similar to Os01g0781000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044441.1); contains InterPro domain Vacuolar protein sorting-associated, VPS28; (InterPro:IPR007143)",86.6,209,2.00E-92,335,75.63636364,,
417,Solyc02g081400,0.185080261,10.9270964,4.295296698,0.038217927,0.122663527,AT3G02720,NA,"DJ-1 family protein / protease-related; similar to YLS5 (yellow-leaf-specific gene 5) [Arabidopsis thaliana] (TAIR:AT2G38860.2); similar to Os04g0671700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054220.1); similar to unknown [Oryza rufipogon] (GB:ABC73064.1); contains InterPro domain ThiJ/PfpI; (InterPro:IPR002818); contains InterPro domain Peptidase C56, PfpI; (InterPro:IPR006286)",74.48,388,5.00E-179,624,99.48586118,,
6,Solyc02g068530,0.1853181,12.57690454,4.250654021,0.039235218,0.125179028,AT2G35020,GlcNAc1pUT2,UTP--glucose-1-phosphate uridylyltransferase family protein; Identical to Probable UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) [Arabidopsis Thaliana] (GB:O64765); similar to UDP-N-acetylglucosamine pyrophosphorylase-related [Arabidopsis thaliana] (TAIR:AT1G31070.2); similar to Os08g0206900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001061242.1); similar to Os04g0613700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053857.1); similar to hypothetical protein CC1G_06565 [Coprinopsis cinerea okayama7#130] (GB:EAU92554.1); contains InterPro domain UTP--glucose-1-phosphate uridylyltransferase; (InterPro:IPR002618),83.54,474,0,822,96.91358025,,
116,Solyc02g069800,0.187802573,11.80945926,2.629277704,0.104909429,0.275644382,NA,NA,NA,NA,NA,NA,NA,NA,,
306,Solyc02g072080,0.190888927,9.787846483,3.792150999,0.051493435,0.155058882,AT1G29340,ATPUB17,Has E3 ubiquitin ligase activity. Required for cell death and full resistance specified by Arabidopsis RPM1 and RPS4 resistance proteins  against Pseudomonas syringae pv tomato.,67.53,736,0,820,99.72413793,,
137,Solyc02g070050,0.19266496,10.82939622,5.474989039,0.019290482,0.073331193,AT2G34770,ATFAH1,"fatty acid hydroxylase Fah1p (FAH1) homologous to S. cerevisiae FAH1, involved in the hydroxylation of fatty acids.",74.53,161,5.00E-70,259,98.7654321,,
52,Solyc02g069100,0.195169219,12.4218881,4.571898017,0.032500538,0.108200548,AT1G02305,NA,"cathepsin B-like cysteine protease, putative; similar to cathepsin B-like cysteine protease, putative [Arabidopsis thaliana] (TAIR:AT1G02300.1); similar to Peptidase C1A, papain; Somatotropin hormone [Medicago truncatula] (GB:ABD32840.1); contains InterPro domain Peptidase, cysteine peptidase active site; (InterPro:IPR000169); contains InterPro domain Peptidase C1A, papain; (InterPro:IPR013128); contains InterPro domain Peptidase C1, propeptide; (InterPro:IPR012599); contains InterPro domain Peptidase C1A, papain C-terminal; (InterPro:IPR000668)",65.61,346,2.00E-128,456,96.33802817,,
230,Solyc02g071120,0.196120662,12.11488843,5.462196426,0.019432205,0.073349733,AT2G34410,NA,O-acetyltransferase family protein; similar to acetyltransferase-related [Arabidopsis thaliana] (TAIR:AT1G29890.2); similar to O-acetyltransferase-related [Arabidopsis thaliana] (TAIR:AT5G46340.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G06550.2); similar to Os05g0582100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056436.1); similar to Os01g0631100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043644.1); similar to O-acetyltransferase (ISS) [Ostreococcus tauri] (GB:CAL56376.1); contains InterPro domain Cas1p-like; (InterPro:IPR012419),77.41,540,0,867,99.26335175,,
114,Solyc02g069780,0.201288295,10.72219931,5.331544466,0.020942819,0.077416212,AT1G30470,NA,SIT4 phosphatase-associated family protein; similar to SIT4 phosphatase-associated family protein [Arabidopsis thaliana] (TAIR:AT2G28360.1); similar to SIT4 phosphatase-associated family protein [Arabidopsis thaliana] (TAIR:AT3G45190.1); similar to SIT4 phosphatase-associated family protein [Arabidopsis thaliana] (TAIR:AT1G07990.1); similar to Os05g0592500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056496.1); similar to H0714H04.7 [Oryza sativa (indica cultivar-group)] (GB:CAH66980.1); similar to OSJNBa0058K23.19 [Oryza sativa (japonica cultivar-group)] (GB:CAD41753.2); contains InterPro domain SIT4 phosphatase-associated protein; (InterPro:IPR007587); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989),67.41,715,0,887,90.57324841,,
475,Solyc02g082100,0.20261303,9.898345752,5.405896612,0.020068837,0.075223054,NA,NA,NA,NA,NA,NA,NA,NA,,
341,Solyc02g080440,0.202771333,9.780592318,5.043463073,0.024719027,0.087181077,AT4G04770,ABC1,Encodes an iron-stimulated ATPase. A member of the NAP subfamily of ABC transporters. Involved in Fe-S cluster assembly. Similar to SufB. Involved in the regulation of iron homeostasis. Able to form homodimers. Interacts with AtNAP7 inside the chloroplast.,77.2,557,0,888,99.63436929,,
484,Solyc02g082200,0.20577941,11.05584658,4.606601326,0.031849096,0.10669447,NA,NA,NA,NA,NA,NA,NA,NA,,
498,Solyc02g082350,0.206930773,11.09116877,5.339452884,0.020848015,0.077416212,AT4G35470,PIRL4,"leucine-rich repeat family protein; similar to leucine-rich repeat family protein [Arabidopsis thaliana] (TAIR:AT2G17440.1); similar to PSR9 [Brassica nigra] (GB:AAM10777.1); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, typical subtype; (InterPro:IPR003591)",59.12,570,5.00E-170,594,98.26989619,,
410,Solyc02g081330,0.21561676,10.6125555,5.650772728,0.017447682,0.067606027,AT5G17230,PSY,Encodes phytoene synthase.,71.59,440,1.00E-174,609,98.86104784,,
99,Solyc02g069620,0.216557846,9.626869931,5.923365094,0.014941395,0.059765581,AT5G44520,NA,ribose 5-phosphate isomerase-related; similar to ribose 5-phosphate isomerase-related [Arabidopsis thaliana] (TAIR:AT3G04790.1); similar to Os03g0781400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051457.1); similar to ribose 5-phosphate isomerase-like [Saussurea involucrata] (GB:ABC68263.1); contains InterPro domain Ribose 5-phosphate isomerase; (InterPro:IPR004788),54.51,277,1.00E-84,309,91.58249158,,
140,Solyc02g070080,0.217068493,4.198348653,0.216729851,0.641542985,0.787984143,NA,NA,NA,NA,NA,NA,NA,NA,,
33,Solyc02g068840,0.225595681,4.175471148,0.321203216,0.570885452,0.755542228,NA,NA,NA,NA,NA,NA,NA,NA,,
194,Solyc02g070730,0.232098903,4.201083769,0.270022636,0.603316589,0.773630841,NA,NA,NA,NA,NA,NA,NA,NA,,
349,Solyc02g080530,0.233076235,15.98591427,6.411987287,0.011335248,0.047466352,AT4G21960,PRXR1,Encodes AT4g21960 (AT4g21960/T8O5_170).,84.59,305,1.00E-156,549,92.96636086,,
382,Solyc02g081000,0.233371418,7.364490667,2.237653371,0.134685243,0.331152707,NA,NA,NA,NA,NA,NA,NA,NA,,
98,Solyc02g069610,0.236420034,10.23108647,6.799306014,0.009119331,0.039750009,AT5G01430,NA,"Got1-like family protein; similar to Got1-like family protein [Arabidopsis thaliana] (TAIR:AT3G49420.1); similar to Got1-like family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABB47215.1); similar to Os03g0209400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049334.1); contains InterPro domain Got1-like protein; (InterPro:IPR007305)",87.14,140,1.00E-49,191,98.58156028,,
142,Solyc02g070180,0.237230439,9.425328365,1.342059837,0.246671038,0.487880725,NA,NA,NA,NA,NA,NA,NA,NA,,
344,Solyc02g080480,0.241639209,10.52211299,9.205141385,0.002413364,0.014148206,AT3G21690,NA,"MATE efflux family protein; similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT1G11670.1); similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT1G61890.1); similar to MATE efflux family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF97209.1); similar to MATE efflux family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF97220.1); similar to putative MATE efflux family protein [Oryza sativa (japonica cultivar-group)] (GB:AAS01962.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)",73.68,475,0,701,94.8,,
519,Solyc02g082590,0.241962599,6.998508437,1.944841934,0.163143767,0.38339316,NA,NA,NA,NA,NA,NA,NA,NA,,
249,Solyc02g071320,0.244409368,11.21093053,6.89955141,0.008621738,0.038192162,NA,NA,NA,NA,NA,NA,NA,NA,,
393,Solyc02g081150,0.244948936,10.58804771,7.918866455,0.004892191,0.024737874,NA,NA,NA,NA,NA,NA,NA,NA,,
451,Solyc02g081850,0.247392053,7.387810494,2.175302853,0.140241906,0.343240464,AT2G34960,CAT5,Arabidopsis thaliana amino acid permease family protein (At2g34960),77.07,458,0,679,94.4214876,,
474,Solyc02g082080,0.24826222,11.02245927,3.988799778,0.04580368,0.140290129,AT5G20650,COPT5,encodes a member of copper transporter family and functionally complements a high affinity copper transporter mutant in yeast,56,150,2.00E-44,174,98.66666667,,
90,Solyc02g069530,0.253434633,5.589816121,1.023006094,0.311807015,0.55666252,NA,NA,NA,NA,NA,NA,NA,NA,,
415,Solyc02g081380,0.253548239,10.58594097,10.07749112,0.001500916,0.00924702,AT5G45130,ATRAB-F2A,small GTP binding protein,77.89,199,1.00E-90,328,98.50746269,,
325,Solyc02g080280,0.254061292,3.874179039,0.310033941,0.577659358,0.760382963,NA,NA,NA,NA,NA,NA,NA,NA,,
281,Solyc02g071770,0.254350379,3.855463379,0.287691223,0.591703861,0.766338952,AT5G45690,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G18920.1); similar to Os01g0749000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044244.1); similar to Os01g0728700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044131.1); similar to unnamed protein product [Asper (GB:BAE62990.1); contains InterPro domain Protein of unknown function DUF1264; (InterPro:IPR010686),63.71,248,2.00E-91,331,99.1902834,,
346,Solyc02g080500,0.258068875,11.15580892,8.737319069,0.003117626,0.017069256,AT1G61900,NA,Identical to Uncharacterized GPI-anchored protein At1g61900 precursor [Arabidopsis Thaliana] (GB:Q8GUI4;GB:O80696;GB:Q3ECK6); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G30700.1); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE83923.1),60.15,399,2.00E-137,485,86.89956332,,
384,Solyc02g081030,0.259228241,12.26417697,6.798835066,0.009121737,0.039750009,AT4G22120,NA,early-responsive to dehydration protein-related / ERD protein-related; similar to early-responsive to dehydration protein-related / ERD protein-related [Arabidopsis thaliana] (TAIR:AT4G04340.1); similar to early-responsive to dehydration protein-related / ERD protein-related [Arabidopsis thaliana] (TAIR:AT3G21620.1); similar to early-responsive to dehydration protein-related / ERD protein-related [Arabidopsis thaliana] (TAIR:AT1G62320.1); similar to Protein of unknown function DUF221 [Medicago truncatula] (GB:ABE86757.1); similar to Os05g0594700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056508.1); similar to Os01g0534900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043256.1); contains InterPro domain Protein of unknown function DUF221; (InterPro:IPR003864),76.32,684,0,1008,98.68995633,,
97,Solyc02g069600,0.261707526,7.678791583,3.287640322,0.069803272,0.195887717,NA,NA,NA,NA,NA,NA,NA,NA,,
485,Solyc02g082210,0.262090176,10.13168493,10.23291731,0.001379563,0.008802925,AT3G26950,NA,similar to Os11g0507400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067953.1),59.55,534,0,638,96.53284672,,
223,Solyc02g071050,0.263867608,3.809594075,0.312495191,0.576153058,0.760382963,NA,NA,NA,NA,NA,NA,NA,NA,,
531,Solyc02g082710,0.26709551,8.697658222,6.76993706,0.00927061,0.040072961,AT4G16444,NA,"similar to Os06g0198700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057061.1); contains domain NITRATE, FROMATE, IRON DEHYDROGENASE (PTHR11615); contains domain gb def: Hypothetical protein (PTHR11615:SF3)",59.88,162,7.00E-49,189,90.4494382,,
17,Solyc02g068660,0.267522606,7.491467137,3.295495599,0.069470141,0.195887717,NA,NA,NA,NA,NA,NA,NA,NA,,
354,Solyc02g080580,0.270778821,2.896395111,0.140796692,0.707490274,0.829791656,NA,NA,NA,NA,NA,NA,NA,NA,,
159,Solyc02g070370,0.27736421,6.167246359,1.709216689,0.191087033,0.412994554,NA,NA,NA,NA,NA,NA,NA,NA,,
494,Solyc02g082300,0.281101869,5.834449003,1.374142181,0.241101473,0.478631072,NA,NA,NA,NA,NA,NA,NA,NA,,
288,Solyc02g071860,0.285447089,11.06792217,9.893621959,0.001658526,0.009988426,NA,NA,NA,NA,NA,NA,NA,NA,,
342,Solyc02g080450,0.289583139,7.82849366,5.124425582,0.023591378,0.084299856,NA,NA,NA,NA,NA,NA,NA,NA,,
297,Solyc02g071980,0.289717562,9.874150716,10.63849017,0.001107581,0.007152569,NA,NA,NA,NA,NA,NA,NA,NA,,
197,Solyc02g070770,0.290429291,10.39625084,11.45551465,0.000712821,0.004961978,AT2G34460,NA,flavin reductase-related; similar to catalytic/ coenzyme binding [Arabidopsis thaliana] (TAIR:AT3G18890.1); similar to NAD-dependent epimerase/dehydratase [Medicago truncatula] (GB:ABE78360.1); contains InterPro domain NAD-dependent epimerase/dehydratase; (InterPro:IPR001509),75,232,3.00E-101,365,78.83959044,,
371,Solyc02g080880,0.290464786,11.40227523,10.09334876,0.001488054,0.00924702,AT1G11910,APA1,"aspartyl protease family protein; similar to pepsin A [Arabidopsis thaliana] (TAIR:AT1G62290.2); similar to aspartyl protease family protein [Arabidopsis thaliana] (TAIR:AT4G04460.1); similar to aspartic protease (GB:AAB03108.1); similar to Aspartic proteinase precursor (GB:O04057); similar to aspartic proteinase [Theobroma cacao] (GB:CAC86004.1); contains InterPro domain Saposin-like; (InterPro:IPR011001); contains InterPro domain Saposin B subdomain; (InterPro:IPR008140); contains InterPro domain Peptidase A1, pepsin; (InterPro:IPR001461); contains InterPro domain Saposin B; (InterPro:IPR008139); contains InterPro domain Peptidase aspartic, catalytic; (InterPro:IPR009007); contains InterPro domain Saposin-like type B, 2; (InterPro:IPR008138); contains InterPro domain Peptidase aspartic, active site; (InterPro:IPR001969); contains InterPro domain Saposin; (InterPro:IPR008373); contains InterPro domain Saposin-like type B, 1; (InterPro:IPR007856)",76.62,509,0,794,94.76635514,,
122,Solyc02g069860,0.290647442,9.592447662,8.513181523,0.003525831,0.018898453,AT1G30500,NF-YA7,"CCAAT-binding transcription factor (CBF-B/NF-YA) family protein; Identical to Nuclear transcription factor Y subunit A-7 (AtNF-YA-7) (NFYA7) [Arabidopsis Thaliana] (GB:Q84JP1;GB:Q9S9P9); similar to CCAAT-binding transcription factor (CBF-B/NF-YA) family protein [Arabidopsis thaliana] (TAIR:AT2G34720.1); similar to CCAAT-box transcription factor complex WHAP5, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA99388.2); similar to Os12g0613000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067261.1); contains InterPro domain CCAAT-binding transcription factor, subunit B; (InterPro:IPR001289)",51.44,208,2.00E-40,162,99.0430622,,
231,Solyc02g071130,0.297398217,3.683186222,0.364399663,0.546072871,0.739128936,NA,NA,NA,NA,NA,NA,NA,NA,,
64,Solyc02g069250,0.299048682,8.181679896,4.346487081,0.037085367,0.120096818,AT4G39330,ATCAD9,"mannitol dehydrogenase, putative; Identical to Probable mannitol dehydrogenase (EC 1.1.1.255) (NAD-dependent mannitol dehydrogenase) (CAD1) [Arabidopsis Thaliana] (GB:P42734); similar to mannitol dehydrogenase, putative [Arabidopsis thaliana] (TAIR:AT2G21890.1); similar to mannitol dehydrogenase, putative [Arabidopsis thaliana] (TAIR:AT2G21730.1); similar to cinnamyl-alcohol dehydrogenase (GB:AAA74746.1); similar to Probable mannitol dehydrogenase (NAD-dependent mannitol dehydrogenase) (GB:P42734); contains InterPro domain GroES-like; (InterPro:IPR011032); contains InterPro domain Alcohol dehydrogenase superfamily, zinc-containing; (InterPro:IPR002085); contains InterPro domain Alcohol dehydrogenase, zinc-binding; (InterPro:IPR013149); contains InterPro domain Alcohol dehydrogenase GroES-like; (InterPro:IPR013154)",54.6,359,2.00E-109,392,98.89196676,,
320,Solyc02g080220,0.3095246,10.51857788,9.137193934,0.002504649,0.014304375,AT1G11580,ATPMEPCRA,"pectin methylesterase, putative; similar to pectin methylesterase, putative [Arabidopsis thaliana] (TAIR:AT1G11590.1); similar to pectin methylesterase [Sesbania rostrata] (GB:CAD29733.1); contains InterPro domain Virulence factor, pectin lyase fold; (InterPro:IPR011050); contains InterPro domain Plant invertase/pectin methylesterase inhibitor; (InterPro:IPR007186); contains InterPro domain Pectinesterase; (InterPro:IPR000070); contains InterPro domain Pectinesterase inhibitor; (InterPro:IPR006501)",58.35,557,0,633,98.72495446,,
524,Solyc02g082640,0.313115104,6.245471543,2.405365018,0.120919916,0.308633691,NA,NA,NA,NA,NA,NA,NA,NA,,
505,Solyc02g082440,0.323003187,5.089303895,0.897972433,0.343325959,0.587691885,NA,NA,NA,NA,NA,NA,NA,NA,,
479,Solyc02g082140,0.326041826,11.24867512,12.76698014,0.000352792,0.002733009,AT4G20170,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G44670.1); similar to Os06g0328800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057533.1); similar to Os02g0712500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047907.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD72474.1); contains InterPro domain Protein of unknown function DUF23; (InterPro:IPR008166),57.47,522,1.00E-159,559,99.60861057,,
110,Solyc02g069740,0.333656185,6.145807204,2.364993819,0.124084405,0.315209673,AT1G30810,NA,"transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein; similar to MEE27 (maternal effect embryo arrest 27), transcription factor [Arabidopsis thaliana] (TAIR:AT2G34880.1); similar to transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein [Arabidopsis thaliana] (TAIR:AT4G20400.1); similar to Os05g0302300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055137.1); similar to Os05g0196500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054867.1); similar to jumonji family protein [Brachypodium sylvaticum] (GB:CAJ75635.1); contains InterPro domain Transcription factor jumonji; (InterPro:IPR013129); contains InterPro domain FY-rich, C-terminal; (InterPro:IPR003889); contains InterPro domain Transcription factor jumonji/aspartyl beta-hydroxylase; (InterPro:IPR003347); contains InterPro domain Zinc finger, C5HC2-type; (InterPro:IPR004198); contains InterPro domain FY-rich, N-terminal; (InterPro:IPR003888); contains InterPro domain Transcription factor jumonji, JmjN; (InterPro:IPR003349)",53.21,840,0,844,88.72017354,,
293,Solyc02g071920,0.334491449,8.196064735,7.251127392,0.007085651,0.033314992,AT4G18910,ATNLM2,"NIP1;2/NLM2 (NOD26-like intrinsic protein 1;2); water channel; Identical to Aquaporin NIP1.2 (NOD26-like intrinsic protein 1.2) (Nodulin-26-like major intrinsic protein 2) (AtNLM2) (Protein NLM2) (NodLikeMip2) (NIP1.2) [Arabidopsis Thaliana] (GB:Q8LFP7;GB:O49406); similar to NLM1 (NOD26-like intrinsic protein 1,1), water channel [Arabidopsis thaliana] (TAIR:AT4G19030.1); similar to nodulin26-like intrinsic protein [Pisum sativum] (GB:CAB45652.1); contains InterPro domain Aquaporin; (InterPro:IPR012269); contains InterPro domain Major intrinsic protein; (InterPro:IPR000425)",65.41,292,2.00E-92,335,96.90721649,,
160,Solyc02g070380,0.349056677,2.79841804,0.202471677,0.652733133,0.787984143,NA,NA,NA,NA,NA,NA,NA,NA,,
20,Solyc02g068700,0.358014497,10.5129102,20.58577091,5.70E-06,7.91E-05,NA,NA,NA,NA,NA,NA,NA,NA,,
78,Solyc02g069410,0.363041816,10.24064679,19.26866013,1.14E-05,0.000141548,AT5G45170,NA,CbbY protein-related; similar to haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana] (TAIR:AT3G48420.1); similar to Predicted haloacid-halidohydrolase and related hydrolases (ISS) [Ostreococcus tauri] (GB:CAL50173.1); similar to Os12g0630700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067339.1),55.8,371,2.00E-110,395,97.83197832,,
426,Solyc02g081500,0.364376768,8.802291721,12.13431774,0.000495024,0.003634695,NA,NA,NA,NA,NA,NA,NA,NA,,
195,Solyc02g070750,0.369550374,3.495001798,0.47821348,0.489232653,0.701146262,NA,NA,NA,NA,NA,NA,NA,NA,,
